Time (s),Speed (m/s)
29.44,0.0
29.46,0.0
29.48,0.0
29.5,0.0
29.52,0.0
29.54,0.0
29.560000000000002,0.0
29.580000000000002,0.0
29.6,0.0
29.62,0.0
29.64,0.0
29.66,0.0
29.68,0.0
29.7,0.0
29.72,0.0
29.740000000000002,0.0
29.76,0.0
29.78,0.0
29.8,0.0
29.82,0.0
29.84,0.0
29.86,0.0
29.88,0.0
29.900000000000002,0.0
29.92,0.0
29.94,0.0
29.96,0.0
29.98,0.0
30.0,0.0
30.02,0.0
30.04,0.03003003003003003
30.060000000000002,0.06006006006006006
30.080000000000002,0.09009009009009009
30.1,0.12012012012012012
30.12,0.15015015015015015
30.14,0.18018018018018017
30.16,0.21021021021021022
30.18,0.24024024024024024
30.2,0.2702702702702703
30.22,0.3003003003003003
30.240000000000002,0.3303303303303303
30.26,0.36036036036036034
30.28,0.39039039039039036
30.3,0.42042042042042044
30.32,0.45045045045045046
30.34,0.4804804804804805
30.36,0.5105105105105106
30.38,0.5405405405405406
30.400000000000002,0.5705705705705706
30.42,0.6006006006006006
30.44,0.6306306306306306
30.46,0.6606606606606606
30.48,0.6906906906906907
30.5,0.7207207207207207
30.52,0.7507507507507507
30.54,0.7807807807807807
30.560000000000002,0.8108108108108109
30.580000000000002,0.8408408408408409
30.6,0.8708708708708709
30.62,0.9009009009009009
30.64,0.9309309309309309
30.66,0.960960960960961
30.68,0.990990990990991
30.7,1.021021021021021
30.72,1.0510510510510511
30.740000000000002,1.0810810810810811
30.76,1.1111111111111112
30.78,1.1411411411411412
30.8,1.1711711711711712
30.82,1.2012012012012012
30.84,1.2312312312312312
30.86,1.2612612612612613
30.88,1.2912912912912913
30.900000000000002,1.3213213213213213
30.92,1.3513513513513513
30.94,1.3813813813813813
30.96,1.4114114114114114
30.98,1.4414414414414414
31.0,1.4714714714714714
31.02,1.5015015015015014
31.04,1.5315315315315314
31.060000000000002,1.5615615615615615
31.080000000000002,1.5915915915915915
31.1,1.6216216216216217
31.12,1.6516516516516517
31.14,1.6816816816816818
31.16,1.7117117117117118
31.18,1.7417417417417418
31.2,1.7717717717717718
31.220000000000002,1.8018018018018018
31.240000000000002,1.8318318318318318
31.26,1.8618618618618619
31.28,1.8918918918918919
31.3,1.921921921921922
31.32,1.951951951951952
31.34,1.981981981981982
31.36,2.012012012012012
31.38,2.042042042042042
31.400000000000002,2.0720720720720722
31.42,2.1021021021021022
31.44,2.1321321321321323
31.46,2.1621621621621623
31.48,2.1921921921921923
31.5,2.2222222222222223
31.52,2.2522522522522523
31.54,2.2822822822822824
31.560000000000002,2.3123123123123124
31.580000000000002,2.3423423423423424
31.6,2.3723723723723724
31.62,2.4024024024024024
31.64,2.4324324324324325
31.66,2.4624624624624625
31.68,2.4924924924924925
31.7,2.5225225225225225
31.720000000000002,2.5525525525525525
31.740000000000002,2.5825825825825826
31.76,2.6126126126126126
31.78,2.6426426426426426
31.8,2.6726726726726726
31.82,2.7027027027027026
31.84,2.7327327327327327
31.86,2.7627627627627627
31.88,2.7927927927927927
31.900000000000002,2.8228228228228227
31.92,2.8528528528528527
31.94,2.8828828828828827
31.96,2.9129129129129128
31.98,2.942942942942943
32.0,2.972972972972973
32.02,3.003003003003003
32.04,3.033033033033033
32.06,3.063063063063063
32.08,3.093093093093093
32.1,3.123123123123123
32.12,3.153153153153153
32.14,3.183183183183183
32.160000000000004,3.2132132132132134
32.18,3.2432432432432434
32.2,3.2732732732732734
32.22,3.3033033033033035
32.24,3.3333333333333335
32.26,3.3633633633633635
32.28,3.3933933933933935
32.3,3.4234234234234235
32.32,3.4534534534534536
32.34,3.4834834834834836
32.36,3.5135135135135136
32.38,3.5435435435435436
32.4,3.5735735735735736
32.42,3.6036036036036037
32.44,3.6336336336336337
32.46,3.6636636636636637
32.480000000000004,3.6936936936936937
32.5,3.7237237237237237
32.52,3.7537537537537538
32.54,3.7837837837837838
32.56,3.813813813813814
32.58,3.843843843843844
32.6,3.873873873873874
32.62,3.903903903903904
32.64,3.933933933933934
32.660000000000004,3.963963963963964
32.68,3.993993993993994
32.7,4.024024024024024
32.72,4.054054054054054
32.74,4.084084084084084
32.76,4.114114114114114
32.78,4.1441441441441444
32.8,4.1741741741741745
32.82,4.2042042042042045
32.84,4.2342342342342345
32.86,4.2642642642642645
32.88,4.2942942942942945
32.9,4.324324324324325
32.92,4.354354354354355
32.94,4.384384384384385
32.96,4.414414414414415
32.980000000000004,4.444444444444445
33.0,4.474474474474475
33.02,4.504504504504505
33.04,4.534534534534535
33.06,4.564564564564565
33.08,4.594594594594595
33.1,4.624624624624625
33.12,4.654654654654655
33.14,4.684684684684685
33.160000000000004,4.714714714714715
33.18,4.744744744744745
33.2,4.774774774774775
33.22,4.804804804804805
33.24,4.834834834834835
33.26,4.864864864864865
33.28,4.894894894894895
33.3,4.924924924924925
33.32,4.954954954954955
33.34,4.984984984984985
33.36,5.015015015015015
33.38,5.045045045045045
33.4,5.075075075075075
33.42,5.105105105105105
33.44,5.135135135135135
33.46,5.165165165165165
33.480000000000004,5.195195195195195
33.5,5.225225225225225
33.52,5.255255255255255
33.54,5.285285285285285
33.56,5.315315315315315
33.58,5.345345345345345
33.6,5.375375375375375
33.62,5.405405405405405
33.64,5.435435435435435
33.660000000000004,5.465465465465465
33.68,5.495495495495495
33.7,5.525525525525525
33.72,5.555555555555555
33.74,5.585585585585585
33.76,5.615615615615615
33.78,5.645645645645645
33.8,5.675675675675675
33.82,5.7057057057057055
33.84,5.7357357357357355
33.86,5.7657657657657655
33.88,5.7957957957957955
33.9,5.8258258258258255
33.92,5.8558558558558556
33.94,5.885885885885886
33.96,5.915915915915916
33.980000000000004,5.945945945945946
34.0,5.975975975975976
34.02,6.006006006006006
34.04,6.036036036036036
34.06,6.066066066066066
34.08,6.096096096096096
34.1,6.126126126126126
34.12,6.156156156156156
34.14,6.186186186186186
34.160000000000004,6.216216216216216
34.18,6.246246246246246
34.2,6.276276276276276
34.22,6.306306306306306
34.24,6.336336336336336
34.26,6.366366366366366
34.28,6.396396396396396
34.300000000000004,6.426426426426427
34.32,6.456456456456457
34.34,6.486486486486487
34.36,6.516516516516517
34.38,6.546546546546547
34.4,6.576576576576577
34.42,6.606606606606607
34.44,6.636636636636637
34.46,6.666666666666667
34.480000000000004,6.696696696696697
34.5,6.726726726726727
34.52,6.756756756756757
34.54,6.786786786786787
34.56,6.816816816816817
34.58,6.846846846846847
34.6,6.876876876876877
34.62,6.906906906906907
34.64,6.936936936936937
34.660000000000004,6.966966966966967
34.68,6.996996996996997
34.7,7.027027027027027
34.72,7.057057057057057
34.74,7.087087087087087
34.76,7.117117117117117
34.78,7.147147147147147
34.800000000000004,7.177177177177177
34.82,7.207207207207207
34.84,7.237237237237237
34.86,7.267267267267267
34.88,7.297297297297297
34.9,7.327327327327327
34.92,7.357357357357357
34.94,7.387387387387387
34.96,7.4174174174174174
34.980000000000004,7.4474474474474475
35.0,7.4774774774774775
35.02,7.5075075075075075
35.04,7.5375375375375375
35.06,7.5675675675675675
35.08,7.597597597597598
35.1,7.627627627627628
35.12,7.657657657657658
35.14,7.687687687687688
35.160000000000004,7.717717717717718
35.18,7.747747747747748
35.2,7.777777777777778
35.22,7.807807807807808
35.24,7.837837837837838
35.26,7.867867867867868
35.28,7.897897897897898
35.300000000000004,7.927927927927928
35.32,7.957957957957958
35.34,7.987987987987988
35.36,8.018018018018019
35.38,8.048048048048049
35.4,8.078078078078079
35.42,8.108108108108109
35.44,8.138138138138139
35.46,8.168168168168169
35.480000000000004,8.198198198198199
35.5,8.228228228228229
35.52,8.258258258258259
35.54,8.288288288288289
35.56,8.318318318318319
35.58,8.348348348348349
35.6,8.378378378378379
35.62,8.408408408408409
35.64,8.438438438438439
35.660000000000004,8.468468468468469
35.68,8.498498498498499
35.7,8.528528528528529
35.72,8.558558558558559
35.74,8.588588588588589
35.76,8.618618618618619
35.78,8.64864864864865
35.800000000000004,8.67867867867868
35.82,8.70870870870871
35.84,8.73873873873874
35.86,8.76876876876877
35.88,8.7987987987988
35.9,8.82882882882883
35.92,8.85885885885886
35.94,8.88888888888889
35.96,8.91891891891892
35.980000000000004,8.94894894894895
36.0,8.97897897897898
36.02,9.00900900900901
36.04,9.03903903903904
36.06,9.06906906906907
36.08,9.0990990990991
36.1,9.12912912912913
36.12,9.15915915915916
36.14,9.18918918918919
36.160000000000004,9.21921921921922
36.18,9.24924924924925
36.2,9.27927927927928
36.22,9.30930930930931
36.24,9.33933933933934
36.26,9.36936936936937
36.28,9.3993993993994
36.300000000000004,9.42942942942943
36.32,9.45945945945946
36.34,9.48948948948949
36.36,9.51951951951952
36.38,9.54954954954955
36.4,9.57957957957958
36.42,9.60960960960961
36.44,9.63963963963964
36.46,9.66966966966967
36.480000000000004,9.6996996996997
36.5,9.72972972972973
36.52,9.75975975975976
36.54,9.78978978978979
36.56,9.81981981981982
36.58,9.84984984984985
36.6,9.87987987987988
36.62,9.90990990990991
36.64,9.93993993993994
36.660000000000004,9.96996996996997
36.68,10.0
36.7,10.03003003003003
36.72,10.06006006006006
36.74,10.09009009009009
36.76,10.12012012012012
36.78,10.15015015015015
36.800000000000004,10.18018018018018
36.82,10.21021021021021
36.84,10.24024024024024
36.86,10.27027027027027
36.88,10.3003003003003
36.9,10.33033033033033
36.92,10.36036036036036
36.94,10.39039039039039
36.96,10.42042042042042
36.980000000000004,10.45045045045045
37.0,10.48048048048048
37.02,10.51051051051051
37.04,10.54054054054054
37.06,10.57057057057057
37.08,10.6006006006006
37.1,10.63063063063063
37.12,10.66066066066066
37.14,10.69069069069069
37.160000000000004,10.72072072072072
37.18,10.75075075075075
37.2,10.78078078078078
37.22,10.81081081081081
37.24,10.84084084084084
37.26,10.87087087087087
37.28,10.9009009009009
37.300000000000004,10.93093093093093
37.32,10.96096096096096
37.34,10.99099099099099
37.36,11.02102102102102
37.38,11.05105105105105
37.4,11.08108108108108
37.42,11.11111111111111
37.44,11.14114114114114
37.46,11.17117117117117
37.480000000000004,11.2012012012012
37.5,11.23123123123123
37.52,11.26126126126126
37.54,11.29129129129129
37.56,11.32132132132132
37.58,11.35135135135135
37.6,11.381381381381381
37.62,11.411411411411411
37.64,11.441441441441441
37.660000000000004,11.471471471471471
37.68,11.501501501501501
37.7,11.531531531531531
37.72,11.561561561561561
37.74,11.591591591591591
37.76,11.621621621621621
37.78,11.651651651651651
37.800000000000004,11.681681681681681
37.82,11.711711711711711
37.84,11.741741741741741
37.86,11.771771771771771
37.88,11.801801801801801
37.9,11.831831831831831
37.92,11.861861861861861
37.94,11.891891891891891
37.96,11.921921921921921
37.980000000000004,11.951951951951951
38.0,11.981981981981981
38.02,12.012012012012011
38.04,12.042042042042041
38.06,12.072072072072071
38.08,12.102102102102101
38.1,12.132132132132131
38.12,12.162162162162161
38.14,12.192192192192191
38.160000000000004,12.222222222222221
38.18,12.252252252252251
38.2,12.282282282282281
38.22,12.312312312312311
38.24,12.342342342342342
38.26,12.372372372372372
38.28,12.402402402402402
38.300000000000004,12.432432432432432
38.32,12.462462462462462
38.34,12.492492492492492
38.36,12.522522522522522
38.38,12.552552552552552
38.4,12.582582582582582
38.42,12.612612612612612
38.44,12.642642642642642
38.46,12.672672672672672
38.480000000000004,12.702702702702702
38.5,12.732732732732732
38.52,12.762762762762762
38.54,12.792792792792792
38.56,12.822822822822824
38.58,12.852852852852854
38.6,12.882882882882884
38.62,12.912912912912914
38.64,12.942942942942944
38.660000000000004,12.972972972972974
38.68,13.003003003003004
38.7,13.033033033033034
38.72,13.063063063063064
38.74,13.093093093093094
38.76,13.123123123123124
38.78,13.153153153153154
38.800000000000004,13.183183183183184
38.82,13.213213213213214
38.84,13.243243243243244
38.86,13.273273273273274
38.88,13.303303303303304
38.9,13.333333333333334
38.92,13.363363363363364
38.94,13.393393393393394
38.96,13.423423423423424
38.980000000000004,13.453453453453454
39.0,13.483483483483484
39.02,13.513513513513514
39.04,13.543543543543544
39.06,13.573573573573574
39.08,13.603603603603604
39.1,13.633633633633634
39.12,13.663663663663664
39.14,13.693693693693694
39.160000000000004,13.723723723723724
39.18,13.753753753753754
39.2,13.783783783783784
39.22,13.813813813813814
39.24,13.843843843843844
39.26,13.873873873873874
39.28,13.903903903903904
39.300000000000004,13.933933933933934
39.32,13.963963963963964
39.34,13.993993993993994
39.36,14.024024024024024
39.38,14.054054054054054
39.4,14.084084084084084
39.42,14.114114114114114
39.44,14.144144144144144
39.46,14.174174174174174
39.480000000000004,14.204204204204204
39.5,14.234234234234235
39.52,14.264264264264265
39.54,14.294294294294295
39.56,14.324324324324325
39.58,14.354354354354355
39.6,14.384384384384385
39.62,14.414414414414415
39.64,14.444444444444445
39.660000000000004,14.474474474474475
39.68,14.504504504504505
39.7,14.534534534534535
39.72,14.564564564564565
39.74,14.594594594594595
39.76,14.624624624624625
39.78,14.654654654654655
39.800000000000004,14.684684684684685
39.82,14.714714714714715
39.84,14.744744744744745
39.86,14.774774774774775
39.88,14.804804804804805
39.9,14.834834834834835
39.92,14.864864864864865
39.94,14.894894894894895
39.96,14.924924924924925
39.980000000000004,14.954954954954955
40.0,14.984984984984985
40.02,15.015015015015015
40.04,15.045045045045045
40.06,15.075075075075075
40.08,15.105105105105105
40.1,15.135135135135135
40.12,15.165165165165165
40.14,15.195195195195195
40.160000000000004,15.225225225225225
40.18,15.255255255255255
40.2,15.285285285285285
40.22,15.315315315315315
40.24,15.345345345345345
40.26,15.375375375375375
40.28,15.405405405405405
40.300000000000004,15.435435435435435
40.32,15.465465465465465
40.34,15.495495495495495
40.36,15.525525525525525
40.38,15.555555555555555
40.4,15.585585585585585
40.42,15.615615615615615
40.44,15.645645645645645
40.46,15.675675675675675
40.480000000000004,15.705705705705705
40.5,15.735735735735735
40.52,15.765765765765765
40.54,15.795795795795796
40.56,15.825825825825826
40.58,15.855855855855856
40.6,15.885885885885886
40.62,15.915915915915916
40.64,15.945945945945946
40.660000000000004,15.975975975975976
40.68,16.006006006006007
40.7,16.036036036036037
40.72,16.066066066066067
40.74,16.096096096096097
40.76,16.126126126126128
40.78,16.156156156156158
40.800000000000004,16.186186186186188
40.82,16.216216216216218
40.84,16.246246246246248
40.86,16.276276276276278
40.88,16.306306306306308
40.9,16.336336336336338
40.92,16.366366366366368
40.94,16.396396396396398
40.96,16.426426426426428
40.980000000000004,16.456456456456458
41.0,16.486486486486488
41.02,16.516516516516518
41.04,16.546546546546548
41.06,16.576576576576578
41.08,16.606606606606608
41.1,16.636636636636638
41.12,16.666666666666668
41.14,16.696696696696698
41.160000000000004,16.726726726726728
41.18,16.756756756756758
41.2,16.786786786786788
41.22,16.816816816816818
41.24,16.846846846846848
41.26,16.876876876876878
41.28,16.906906906906908
41.300000000000004,16.936936936936938
41.32,16.966966966966968
41.34,16.996996996996998
41.36,17.027027027027028
41.38,17.057057057057058
41.4,17.087087087087088
41.42,17.117117117117118
41.44,17.147147147147148
41.46,17.177177177177178
41.480000000000004,17.207207207207208
41.5,17.237237237237238
41.52,17.26726726726727
41.54,17.2972972972973
41.56,17.32732732732733
41.58,17.35735735735736
41.6,17.38738738738739
41.62,17.41741741741742
41.64,17.44744744744745
41.660000000000004,17.47747747747748
41.68,17.50750750750751
41.7,17.53753753753754
41.72,17.56756756756757
41.74,17.5975975975976
41.76,17.62762762762763
41.78,17.65765765765766
41.800000000000004,17.68768768768769
41.82,17.71771771771772
41.84,17.74774774774775
41.86,17.77777777777778
41.88,17.80780780780781
41.9,17.83783783783784
41.92,17.86786786786787
41.94,17.8978978978979
41.96,17.92792792792793
41.980000000000004,17.95795795795796
42.0,17.98798798798799
42.02,18.01801801801802
42.04,18.04804804804805
42.06,18.07807807807808
42.08,18.10810810810811
42.1,18.13813813813814
42.12,18.16816816816817
42.14,18.1981981981982
42.160000000000004,18.22822822822823
42.18,18.25825825825826
42.2,18.28828828828829
42.22,18.31831831831832
42.24,18.34834834834835
42.26,18.37837837837838
42.28,18.40840840840841
42.300000000000004,18.43843843843844
42.32,18.46846846846847
42.34,18.4984984984985
42.36,18.52852852852853
42.38,18.55855855855856
42.4,18.58858858858859
42.42,18.61861861861862
42.44,18.64864864864865
42.46,18.67867867867868
42.480000000000004,18.70870870870871
42.5,18.73873873873874
42.52,18.76876876876877
42.54,18.7987987987988
42.56,18.82882882882883
42.58,18.85885885885886
42.6,18.88888888888889
42.62,18.91891891891892
42.64,18.94894894894895
42.660000000000004,18.97897897897898
42.68,19.00900900900901
42.7,19.03903903903904
42.72,19.06906906906907
42.74,19.0990990990991
42.76,19.12912912912913
42.78,19.15915915915916
42.800000000000004,19.18918918918919
42.82,19.21921921921922
42.84,19.24924924924925
42.86,19.27927927927928
42.88,19.30930930930931
42.9,19.33933933933934
42.92,19.36936936936937
42.94,19.3993993993994
42.96,19.42942942942943
42.980000000000004,19.45945945945946
43.0,19.48948948948949
43.02,19.51951951951952
43.04,19.54954954954955
43.06,19.57957957957958
43.08,19.60960960960961
43.1,19.63963963963964
43.12,19.66966966966967
43.14,19.6996996996997
43.160000000000004,19.72972972972973
43.18,19.75975975975976
43.2,19.78978978978979
43.22,19.81981981981982
43.24,19.84984984984985
43.26,19.87987987987988
43.28,19.90990990990991
43.300000000000004,19.93993993993994
43.32,19.96996996996997
43.34,20.0
43.36,20.03003003003003
43.38,20.06006006006006
43.4,20.09009009009009
43.42,20.12012012012012
43.44,20.15015015015015
43.46,20.18018018018018
43.480000000000004,20.21021021021021
43.5,20.24024024024024
43.52,20.27027027027027
43.54,20.3003003003003
43.56,20.33033033033033
43.58,20.36036036036036
43.6,20.39039039039039
43.62,20.42042042042042
43.64,20.45045045045045
43.660000000000004,20.48048048048048
43.68,20.51051051051051
43.7,20.54054054054054
43.72,20.57057057057057
43.74,20.6006006006006
43.76,20.63063063063063
43.78,20.66066066066066
43.800000000000004,20.69069069069069
43.82,20.72072072072072
43.84,20.75075075075075
43.86,20.78078078078078
43.88,20.81081081081081
43.9,20.84084084084084
43.92,20.87087087087087
43.94,20.9009009009009
43.96,20.93093093093093
43.980000000000004,20.96096096096096
44.0,20.99099099099099
44.02,21.02102102102102
44.04,21.05105105105105
44.06,21.08108108108108
44.08,21.11111111111111
44.1,21.14114114114114
44.12,21.17117117117117
44.14,21.2012012012012
44.160000000000004,21.23123123123123
44.18,21.26126126126126
44.2,21.29129129129129
44.22,21.32132132132132
44.24,21.35135135135135
44.26,21.38138138138138
44.28,21.41141141141141
44.300000000000004,21.44144144144144
44.32,21.47147147147147
44.34,21.5015015015015
44.36,21.53153153153153
44.38,21.56156156156156
44.4,21.59159159159159
44.42,21.62162162162162
44.44,21.65165165165165
44.46,21.68168168168168
44.480000000000004,21.71171171171171
44.5,21.74174174174174
44.52,21.77177177177177
44.54,21.8018018018018
44.56,21.83183183183183
44.58,21.86186186186186
44.6,21.89189189189189
44.62,21.92192192192192
44.64,21.95195195195195
44.660000000000004,21.98198198198198
44.68,22.01201201201201
44.7,22.04204204204204
44.72,22.07207207207207
44.74,22.1021021021021
44.76,22.13213213213213
44.78,22.16216216216216
44.800000000000004,22.19219219219219
44.82,22.22222222222222
44.84,22.25225225225225
44.86,22.28228228228228
44.88,22.31231231231231
44.9,22.34234234234234
44.92,22.37237237237237
44.94,22.4024024024024
44.96,22.43243243243243
44.980000000000004,22.46246246246246
45.0,22.49249249249249
45.02,22.52252252252252
45.04,22.55255255255255
45.06,22.58258258258258
45.08,22.61261261261261
45.1,22.64264264264264
45.12,22.67267267267267
45.14,22.7027027027027
45.160000000000004,22.73273273273273
45.18,22.762762762762762
45.2,22.792792792792792
45.22,22.822822822822822
45.24,22.852852852852852
45.26,22.882882882882882
45.28,22.912912912912912
45.300000000000004,22.942942942942942
45.32,22.972972972972972
45.34,23.003003003003002
45.36,23.033033033033032
45.38,23.063063063063062
45.4,23.093093093093092
45.42,23.123123123123122
45.44,23.153153153153152
45.46,23.183183183183182
45.480000000000004,23.213213213213212
45.5,23.243243243243242
45.52,23.273273273273272
45.54,23.303303303303302
45.56,23.333333333333332
45.58,23.363363363363362
45.6,23.393393393393392
45.62,23.423423423423422
45.64,23.453453453453452
45.660000000000004,23.483483483483482
45.68,23.513513513513512
45.7,23.543543543543542
45.72,23.573573573573572
45.74,23.603603603603602
45.76,23.633633633633632
45.78,23.663663663663662
45.800000000000004,23.693693693693692
45.82,23.723723723723722
45.84,23.753753753753752
45.86,23.783783783783782
45.88,23.813813813813812
45.9,23.843843843843842
45.92,23.873873873873872
45.94,23.903903903903903
45.96,23.933933933933933
45.980000000000004,23.963963963963963
46.0,23.993993993993993
46.02,24.024024024024023
46.04,24.054054054054053
46.06,24.084084084084083
46.08,24.114114114114113
46.1,24.144144144144143
46.12,24.174174174174173
46.14,24.204204204204203
46.160000000000004,24.234234234234233
46.18,24.264264264264263
46.2,24.294294294294293
46.22,24.324324324324323
46.24,24.354354354354353
46.26,24.384384384384383
46.28,24.414414414414413
46.300000000000004,24.444444444444443
46.32,24.474474474474473
46.34,24.504504504504503
46.36,24.534534534534533
46.38,24.564564564564563
46.4,24.594594594594593
46.42,24.624624624624623
46.44,24.654654654654653
46.46,24.684684684684683
46.480000000000004,24.714714714714713
46.5,24.744744744744743
46.52,24.774774774774773
46.54,24.804804804804803
46.56,24.834834834834833
46.58,24.864864864864863
46.6,24.894894894894893
46.62,24.924924924924923
46.64,24.954954954954953
46.660000000000004,24.984984984984983
46.68,25.015015015015013
46.7,25.045045045045043
46.72,25.075075075075073
46.74,25.105105105105103
46.76,25.135135135135133
46.78,25.165165165165163
46.800000000000004,25.195195195195193
46.82,25.225225225225223
46.84,25.255255255255253
46.86,25.285285285285283
46.88,25.315315315315313
46.9,25.345345345345343
46.92,25.375375375375373
46.94,25.405405405405403
46.96,25.435435435435434
46.980000000000004,25.465465465465464
47.0,25.495495495495494
47.02,25.525525525525524
47.04,25.555555555555554
47.06,25.585585585585584
47.08,25.615615615615614
47.1,25.645645645645647
47.12,25.675675675675677
47.14,25.705705705705707
47.160000000000004,25.735735735735737
47.18,25.765765765765767
47.2,25.795795795795797
47.22,25.825825825825827
47.24,25.855855855855857
47.26,25.885885885885887
47.28,25.915915915915917
47.300000000000004,25.945945945945947
47.32,25.975975975975977
47.34,26.006006006006007
47.36,26.036036036036037
47.38,26.066066066066067
47.4,26.096096096096097
47.42,26.126126126126128
47.44,26.156156156156158
47.46,26.186186186186188
47.480000000000004,26.216216216216218
47.5,26.246246246246248
47.52,26.276276276276278
47.54,26.306306306306308
47.56,26.336336336336338
47.58,26.366366366366368
47.6,26.396396396396398
47.62,26.426426426426428
47.64,26.456456456456458
47.660000000000004,26.486486486486488
47.68,26.516516516516518
47.7,26.546546546546548
47.72,26.576576576576578
47.74,26.606606606606608
47.76,26.636636636636638
47.78,26.666666666666668
47.800000000000004,26.696696696696698
47.82,26.726726726726728
47.84,26.756756756756758
47.86,26.786786786786788
47.88,26.816816816816818
47.9,26.846846846846848
47.92,26.876876876876878
47.94,26.906906906906908
47.96,26.936936936936938
47.980000000000004,26.966966966966968
48.0,26.996996996996998
48.02,27.027027027027028
48.04,27.057057057057058
48.06,27.087087087087088
48.08,27.117117117117118
48.1,27.147147147147148
48.120000000000005,27.177177177177178
48.14,27.207207207207208
48.160000000000004,27.237237237237238
48.18,27.26726726726727
48.2,27.2972972972973
48.22,27.32732732732733
48.24,27.35735735735736
48.26,27.38738738738739
48.28,27.41741741741742
48.300000000000004,27.44744744744745
48.32,27.47747747747748
48.34,27.50750750750751
48.36,27.53753753753754
48.38,27.56756756756757
48.4,27.5975975975976
48.42,27.62762762762763
48.44,27.65765765765766
48.46,27.68768768768769
48.480000000000004,27.71771771771772
48.5,27.74774774774775
48.52,27.77777777777778
48.54,27.80780780780781
48.56,27.83783783783784
48.58,27.86786786786787
48.6,27.8978978978979
48.620000000000005,27.92792792792793
48.64,27.95795795795796
48.660000000000004,27.98798798798799
48.68,28.01801801801802
48.7,28.04804804804805
48.72,28.07807807807808
48.74,28.10810810810811
48.76,28.13813813813814
48.78,28.16816816816817
48.800000000000004,28.1981981981982
48.82,28.22822822822823
48.84,28.25825825825826
48.86,28.28828828828829
48.88,28.31831831831832
48.9,28.34834834834835
48.92,28.37837837837838
48.94,28.40840840840841
48.96,28.43843843843844
48.980000000000004,28.46846846846847
49.0,28.4984984984985
49.02,28.52852852852853
49.04,28.55855855855856
49.06,28.58858858858859
49.08,28.61861861861862
49.1,28.64864864864865
49.120000000000005,28.67867867867868
49.14,28.70870870870871
49.160000000000004,28.73873873873874
49.18,28.76876876876877
49.2,28.7987987987988
49.22,28.82882882882883
49.24,28.85885885885886
49.26,28.88888888888889
49.28,28.91891891891892
49.300000000000004,28.94894894894895
49.32,28.97897897897898
49.34,29.00900900900901
49.36,29.03903903903904
49.38,29.06906906906907
49.4,29.0990990990991
49.42,29.12912912912913
49.44,29.15915915915916
49.46,29.18918918918919
49.480000000000004,29.21921921921922
49.5,29.24924924924925
49.52,29.27927927927928
49.54,29.30930930930931
49.56,29.33933933933934
49.58,29.36936936936937
49.6,29.3993993993994
49.620000000000005,29.42942942942943
49.64,29.45945945945946
49.660000000000004,29.48948948948949
49.68,29.51951951951952
49.7,29.54954954954955
49.72,29.57957957957958
49.74,29.60960960960961
49.76,29.63963963963964
49.78,29.66966966966967
49.800000000000004,29.6996996996997
49.82,29.72972972972973
49.84,29.75975975975976
49.86,29.78978978978979
49.88,29.81981981981982
49.9,29.84984984984985
49.92,29.87987987987988
49.94,29.90990990990991
49.96,29.93993993993994
49.980000000000004,29.96996996996997
50.0,30.0
50.02,30.0
50.04,30.0
50.06,30.0
50.08,30.0
50.1,30.0
50.120000000000005,30.0
50.14,30.0
50.160000000000004,30.0
50.18,30.0
50.2,30.0
50.22,30.0
50.24,30.0
50.26,30.0
50.28,30.0
50.300000000000004,30.0
50.32,30.0
50.34,30.0
50.36,30.0
50.38,30.0
50.4,30.0
50.42,30.0
50.44,30.0
50.46,30.0
50.480000000000004,30.0
50.5,30.0
50.52,30.0
50.54,30.0
50.56,30.0
50.58,30.0
50.6,30.0
50.620000000000005,30.0
50.64,30.0
50.660000000000004,30.0
50.68,30.0
50.7,30.0
50.72,30.0
50.74,30.0
50.76,30.0
50.78,30.0
50.800000000000004,30.0
50.82,30.0
50.84,30.0
50.86,30.0
50.88,30.0
50.9,30.0
50.92,30.0
50.94,30.0
50.96,30.0
50.980000000000004,30.0
51.0,30.0
51.02,30.0
51.04,30.0
51.06,30.0
51.08,30.0
51.1,30.0
51.120000000000005,30.0
51.14,30.0
51.160000000000004,30.0
51.18,30.0
51.2,30.0
51.22,30.0
51.24,30.0
51.26,30.0
51.28,30.0
51.300000000000004,30.0
51.32,30.0
51.34,30.0
51.36,30.0
51.38,30.0
51.4,30.0
51.42,30.0
51.44,30.0
51.46,30.0
51.480000000000004,30.0
51.5,30.0
51.52,30.0
51.54,30.0
51.56,30.0
51.58,30.0
51.6,30.0
51.620000000000005,30.0
51.64,30.0
51.660000000000004,30.0
51.68,30.0
51.7,30.0
51.72,30.0
51.74,30.0
51.76,30.0
51.78,30.0
51.800000000000004,30.0
51.82,30.0
51.84,30.0
51.86,30.0
51.88,30.0
51.9,30.0
51.92,30.0
51.94,30.0
51.96,30.0
51.980000000000004,30.0
52.0,30.0
52.02,30.0
52.04,30.0
52.06,30.0
52.08,30.0
52.1,30.0
52.120000000000005,30.0
52.14,30.0
52.160000000000004,30.0
52.18,30.0
52.2,30.0
52.22,30.0
52.24,30.0
52.26,30.0
52.28,30.0
52.300000000000004,30.0
52.32,30.0
52.34,30.0
52.36,30.0
52.38,30.0
52.4,30.0
52.42,30.0
52.44,30.0
52.46,30.0
52.480000000000004,30.0
52.5,30.0
52.52,30.0
52.54,30.0
52.56,30.0
52.58,30.0
52.6,30.0
